0 -0.753696 0.00323902
1 -0.755083 0.0031152
2 -0.757103 0.0032164
3 -0.758733 0.00290932
4 -0.760842 0.00286219
5 -0.75923 0.00269686
6 -0.76064 0.00242869
7 -0.762073 0.00246077
8 -0.764929 0.00232244
9 -0.767054 0.00261313
10 -0.76854 0.00284472
11 -0.768421 0.00285029
12 -0.76793 0.00297364
13 -0.76781 0.00296024
14 -0.768657 0.00300145
15 -0.768435 0.0028013
16 -0.769566 0.00250752
17 -0.770021 0.00262895
18 -0.770051 0.00289547
19 -0.770787 0.00311849
20 -0.771679 0.00301529
21 -0.772957 0.00290973
22 -0.772599 0.00301118
23 -0.773162 0.00322431
24 -0.773975 0.00317073
25 -0.772426 0.00308482
26 -0.772963 0.00310186
27 -0.774742 0.00318101
28 -0.774108 0.00308251
29 -0.77364 0.00338007
30 -0.774148 0.00362938
31 -0.774733 0.0035066
32 -0.775374 0.00327088
33 -0.776113 0.00327169
34 -0.776793 0.00320349
35 -0.777013 0.00340203
36 -0.777227 0.00353713
37 -0.777253 0.0035766
38 -0.775934 0.00325376
39 -0.77497 0.00324198
40 -0.774296 0.00309665
41 -0.774701 0.00324388
42 -0.77564 0.00293076
43 -0.775534 0.00264048
44 -0.775702 0.00276769
45 -0.774057 0.00289337
46 -0.776094 0.00297821
47 -0.777906 0.00332862
48 -0.778848 0.00307051
49 -0.777684 0.00328548
50 -0.778026 0.00339941
51 -0.778826 0.00348428
52 -0.779415 0.00361897
53 -0.780257 0.0033723
54 -0.779206 0.00333057
55 -0.780521 0.00330257
56 -0.780351 0.00310532
57 -0.779582 0.00318673
58 -0.77874 0.00319576
59 -0.779416 0.00340013
60 -0.779287 0.00322741
61 -0.77888 0.00315403
62 -0.77913 0.00299099
63 -0.777153 0.00280286
64 -0.777627 0.00272164
65 -0.777712 0.00258465
66 -0.778012 0.0025126
67 -0.779371 0.00253168
68 -0.778425 0.00276157
69 -0.777744 0.00275046
70 -0.778057 0.0025365
71 -0.778494 0.00289896
72 -0.779306 0.00249675
73 -0.778522 0.00259628
74 -0.77627 0.00251751
75 -0.776197 0.00241107
76 -0.776153 0.00242139
77 -0.775873 0.00229338
78 -0.775958 0.00226475
79 -0.775524 0.00213732
80 -0.776478 0.0020675
81 -0.778164 0.00234338
82 -0.779417 0.00242481
83 -0.777622 0.00260669
84 -0.778207 0.00249231
85 -0.778607 0.00240881
86 -0.777647 0.00254422
87 -0.777162 0.00295743
88 -0.77642 0.00270723
89 -0.776856 0.0027814
90 -0.776456 0.00272422
91 -0.776229 0.00309718
92 -0.775775 0.00334742
93 -0.776435 0.00341332
94 -0.777345 0.00354986
95 -0.77739 0.00360832
96 -0.777256 0.00341322
97 -0.777609 0.00343309
98 -0.777966 0.00357045
99 -0.777315 0.00330774
100 -0.779461 0.00296267
101 -0.778477 0.00303047
102 -0.776767 0.0028437
103 -0.776565 0.00288091
104 -0.775551 0.0027135
105 -0.776523 0.00207784
106 -0.776255 0.00204959
107 -0.775705 0.00216793
108 -0.774025 0.00214837
109 -0.775145 0.00247357
110 -0.775086 0.00263559
111 -0.774416 0.00251666
112 -0.775245 0.00168685
113 -0.775767 0.00213822
114 -0.775315 0.00228326
115 -0.776305 0.00237361
116 -0.776423 0.00229309
117 -0.777039 0.00220821
118 -0.777066 0.00226923
119 -0.778006 0.00227568
120 -0.777078 0.00186207
121 -0.77902 0.00161046
122 -0.777855 0.00176388
123 -0.778303 0.00171814
124 -0.779083 0.00151287
125 -0.779836 0.00134461
126 -0.778653 0.0014388
127 -0.779836 0.00166136
128 -0.780645 0.00173811
129 -0.781185 0.0019193
130 -0.783045 0.0022648
131 -0.783117 0.00228388
132 -0.782233 0.00256592
133 -0.782248 0.00283223
134 -0.781928 0.00261904
135 -0.782406 0.00251059
136 -0.783311 0.00273415
137 -0.783068 0.00264962
138 -0.782581 0.00302235
139 -0.783134 0.00316815
140 -0.782433 0.00333098
141 -0.781826 0.00308439
142 -0.781135 0.003124
143 -0.783619 0.00325359
144 -0.784411 0.0033131
145 -0.784022 0.0032011
146 -0.784303 0.00327983
147 -0.785605 0.00312471
148 -0.786844 0.00312227
149 -0.786108 0.00299632
150 -0.786002 0.00309528
151 -0.785789 0.00301202
152 -0.786142 0.00294451
153 -0.7861 0.00318834
154 -0.784381 0.00310038
155 -0.784236 0.00300826
156 -0.783483 0.00300217
157 -0.784379 0.00276127
158 -0.784593 0.0026351
159 -0.784692 0.00235108
160 -0.784101 0.00226324
161 -0.78294 0.00215377
162 -0.782623 0.00218806
163 -0.78276 0.00239074
164 -0.782352 0.00231258
165 -0.781691 0.00228603
166 -0.782898 0.00256683
167 -0.78197 0.00216307
168 -0.781564 0.00240032
169 -0.780492 0.00225625
170 -0.781315 0.00229892
171 -0.781047 0.00193288
172 -0.781992 0.00180128
173 -0.781187 0.00171568
174 -0.781377 0.00206939
175 -0.781371 0.0019733
176 -0.781928 0.00186176
177 -0.781453 0.00179333
178 -0.780707 0.00191791
179 -0.780402 0.0017232
180 -0.7818 0.00177509
181 -0.781195 0.00184059
182 -0.78082 0.00160227
183 -0.780105 0.00188986
184 -0.779262 0.00201056
185 -0.779796 0.00240509
186 -0.778392 0.00248558
187 -0.778018 0.00223797
188 -0.780083 0.0020426
189 -0.779487 0.00226418
190 -0.77946 0.00245894
191 -0.779227 0.00233512
192 -0.778364 0.00226573
193 -0.777792 0.00224437
194 -0.778856 0.00234966
195 -0.777154 0.00236474
196 -0.778515 0.00250678
197 -0.778904 0.00224763
198 -0.778565 0.0025075
199 -0.778113 0.00235874
200 -0.780056 0.00247334
201 -0.780033 0.00250409
202 -0.780759 0.00241797
203 -0.781328 0.00218856
204 -0.780745 0.0025337
205 -0.781001 0.00229535
206 -0.781537 0.00220778
207 -0.78066 0.00183544
208 -0.781676 0.00176241
209 -0.781794 0.00214117
210 -0.780421 0.00220056
211 -0.780407 0.00235376
212 -0.779962 0.00234323
213 -0.780578 0.00235534
214 -0.77991 0.00255891
215 -0.780561 0.00279724
216 -0.779254 0.00263167
217 -0.780187 0.00283731
218 -0.779912 0.00277756
219 -0.780508 0.00288442
220 -0.780607 0.00326709
221 -0.780227 0.00300891
222 -0.779914 0.00314845
223 -0.779975 0.00306451
224 -0.779785 0.00328496
225 -0.779811 0.00360546
226 -0.781189 0.00325162
227 -0.781628 0.00310677
228 -0.782793 0.00300737
229 -0.781945 0.00288459
230 -0.780646 0.00298943
231 -0.778806 0.0028547
232 -0.777905 0.00275538
233 -0.775934 0.00277721
234 -0.774071 0.00280725
235 -0.773736 0.00300651
236 -0.775794 0.00300861
237 -0.773778 0.00296654
238 -0.775331 0.00267588
239 -0.774871 0.00271185
240 -0.773729 0.0024891
241 -0.77355 0.00252296
242 -0.773445 0.00286861
243 -0.771937 0.00285631
244 -0.773246 0.00293197
245 -0.771204 0.00313128
246 -0.771617 0.00316357
247 -0.77091 0.00328701
248 -0.77039 0.00286975
249 -0.769518 0.00326621
250 -0.76998 0.00332478
251 -0.771427 0.00353132
252 -0.770445 0.00362609
253 -0.770292 0.00369159
254 -0.771421 0.00383472
255 -0.771552 0.00385124
256 -0.771436 0.00398949
257 -0.772193 0.00364519
258 -0.771738 0.00340469
259 -0.771567 0.00347292
260 -0.77199 0.0033246
261 -0.772384 0.00304028
262 -0.773765 0.00310269
263 -0.774397 0.00312548
264 -0.775011 0.00292649
265 -0.77457 0.00308434
266 -0.776309 0.0028796
267 -0.777423 0.0027933
268 -0.775136 0.00267834
269 -0.774792 0.00283627
270 -0.776265 0.00267757
271 -0.774821 0.00256004
272 -0.775842 0.00262432
273 -0.774585 0.00260128
274 -0.775524 0.00270004
275 -0.774375 0.00304126
276 -0.77445 0.00307566
277 -0.774819 0.00309845
278 -0.774374 0.00328875
279 -0.7764 0.0029867
280 -0.77678 0.00294275
281 -0.775186 0.00298172
282 -0.774437 0.00328627
283 -0.773861 0.00313455
284 -0.772135 0.00327484
285 -0.77163 0.00314102
286 -0.772053 0.00284589
287 -0.772192 0.00295951
288 -0.770515 0.00281834
289 -0.769592 0.00295266
290 -0.76751 0.00327679
291 -0.767365 0.00295544
292 -0.766614 0.00263806
293 -0.765296 0.00303713
294 -0.763124 0.0034451
295 -0.762073 0.0034512
296 -0.75985 0.00326438
297 -0.758859 0.00311701
298 -0.758724 0.00309386
299 -0.757844 0.00265856
