0.5		0.33819		0.00552405
0.55		0.396223   	0.0031594
0.60		0.419417  	0.00317488
0.65		0.428389  	0.00280795
0.70		0.427265  	0.00239823
0.75		0.434378  	0.00204802
0.80		0.435709  	0.00126258
0.85		0.438156   	0.0012868
0.90		0.434314  	0.00132607
0.95		0.427526  	0.00127795
1.		0.418597  	0.00117442
1.25		0.357598 	0.000724842
1.5		0.293577 	0.000578425
1.75		0.239632 	0.000402224
2.		0.196837 	0.000350291
