0.5		-0.972997		0.000790132
0.55		-0.955054 		0.000758209
0.60		-0.935113 		0.000567171
0.65		-0.913647 		0.000484739
0.70		-0.89156 		0.000345207
0.75		-0.869919		0.000442269
0.80		-0.848081  		0.00032376
0.85 		-0.825993 		0.000336221
0.90		-0.804532  		0.00028082
0.95		-0.782683 		0.000276851
1.		-0.761618 		0.000247652
1.25		-0.664459 		0.000281632
1.5		-0.582722 		0.000274972
1.75		-0.5162 		0.000157621
2.		-0.462014 		0.000173712
