0.5		78.0516		0.777217
0.55		59.2903     	0.68541
0.60		44.2408    	0.472647
0.65		32.9116    	0.354927
0.70		24.3762    	0.180073
0.75		18.9765    	0.197449
0.80		15.067    	0.125127
0.85		12.1587   	0.0855565
0.90		10.2237   	0.0828581
0.95		8.57493   	0.0603245
1.		7.35226   	0.0419184
1.25		3.97179   	0.0179122
1.5		2.52162   	0.0103735
1.75		1.78977  	0.00498722
2.		1.36302  	0.00377961
